29|2|8
18|2|28
13|20|11
20|4|13
12|27|12
9|1|25
28|23|12
2|2|5
3|30|8
9|9|25
19|17|22
4|3|2
7|14|2
25|16|17
14|16|22
6|11|19
11|1|1
10|20|6
2|14|7
23|2|19
1|4|9
8|4|8
2|3|3
21|17|5
2|9|15
20|30|1
14|19|1
25|20|3
23|26|21
29|26|17
8|16|5
24|3|8
5|11|23
24|6|16
6|8|1
6|2|11
19|26|19
10|4|6
4|9|30
29|29|22
9|22|5
18|2|11
21|23|23
16|20|17
28|3|22
10|10|19
2|8|28
8|13|7
13|9|29
17|1|14
17|19|30
24|26|19
17|25|21
5|7|23
20|22|17
13|24|24
17|17|21
4|19|11
19|15|5
11|25|24
17|26|25
24|7|1
3|4|7
1|25|17
15|16|18
18|1|14
10|30|9
17|9|28
23|2|24
19|17|27
9|10|18
24|23|28
27|13|16
30|13|1
4|28|11
7|3|26
23|14|19
7|2|5
14|7|10
11|10|30
23|15|23
6|20|22
23|23|5
16|14|26
3|11|23
8|9|21
12|13|2
27|8|19
25|23|12
24|19|29
26|3|17
22|16|12
28|25|29
2|12|7
12|24|18
4|30|14
27|15|21
9|6|9
19|17|3
5|26|16
20|19|1
19|24|22
15|11|24
26|25|4
14|18|17
18|14|19
28|11|29
6|10|13
13|5|20
8|27|12
15|9|28
7|14|5
5|20|9
15|6|18
23|20|9
1|3|8
28|10|7
13|30|30
8|30|15
16|9|6
17|9|5
28|1|2
30|19|29
3|16|22
17|23|17
30|21|13
13|11|5
21|11|18
21|19|4
28|5|29
9|6|7
3|15|8
17|27|4
27|5|28
1|3|1
16|18|20
1|19|7
4|15|16
26|25|28
16|12|18
18|1|22
25|17|8
18|13|12
25|12|15
26|25|24
19|5|29
12|1|11
18|3|25
7|24|5
27|17|11
27|23|7
23|2|13
15|26|18
14|23|24
27|19|24
30|11|25
12|26|14
10|7|22
11|23|28
11|17|17
3|2|20
23|19|29
12|23|10
3|5|3
3|5|23
22|21|1
24|18|22
6|4|19
6|2|29
4|8|19
21|3|11
22|14|17
4|28|10
9|16|2
16|13|2
12|15|15
5|22|1
18|4|14
28|27|23
9|20|20
4|10|29
11|21|7
18|4|1
8|21|20
6|20|8
26|17|16
10|29|27
5|1|23
9|1|6
29|11|17
7|10|11
5|30|30
30|3|8
1|30|13
12|13|6
4|7|30
7|2|4
21|29|6
25|7|22
24|16|15
5|3|15
6|20|5
15|28|14
13|12|26
9|13|22
5|12|23
12|10|11
18|12|18
27|9|20
4|30|19
30|29|28
5|28|26
19|17|30
15|30|4
9|17|11
6|17|18
18|30|27
7|12|25
1|11|22
19|16|10
24|24|9
29|10|3
14|19|22
3|28|18
26|16|15
30|24|1
25|19|14
26|22|12
5|26|15
24|1|20
13|3|16
4|13|18
30|2|16
24|15|28
22|26|30
27|29|17
9|12|27
28|3|18
17|7|14
20|13|25
23|20|15
11|14|17
25|25|24
16|19|4
15|20|10
16|17|28
3|28|25
27|23|9
8|12|13
12|9|19
28|2|8
14|5|23
11|10|5
8|12|2
18|24|24
6|28|26
21|14|2
30|27|15
15|26|16
1|20|4
24|25|3
30|1|22
24|21|6
13|15|26
8|19|22
3|6|1
10|12|30
12|20|8
2|9|6
16|23|15
3|6|6
6|26|2
27|21|18
25|27|14
26|3|30
22|5|14
9|19|5
29|14|7
1|15|13
22|24|15
9|24|22
20|22|3
13|12|2
29|7|18
6|11|26
5|23|8
9|3|19
12|13|9
24|29|22
7|5|25
18|15|5
12|9|23
2|26|1
22|21|14
3|3|4
28|5|28
4|24|16
2|11|17
27|16|16
3|17|16
28|13|26
24|9|30
18|9|26
12|7|21
30|26|5
15|9|11
2|14|28
26|16|18
7|27|1
15|21|28
13|17|25
29|18|10
4|2|20
3|3|5
6|28|21
13|25|23
27|26|14
18|8|6
9|3|16
26|2|5
30|8|19
13|5|29
28|12|8
25|2|3
19|18|5
9|26|14
14|1|10
29|22|13
9|26|5
25|8|1
3|15|17
22|28|20
2|20|15
15|9|23
11|8|14
12|5|4
29|8|21
5|26|18
5|4|8
1|17|5
23|26|15
4|30|2
27|15|22
14|22|30
30|7|24
25|29|21
22|12|5
14|22|27
29|29|30
23|6|11
2|2|8
2|19|29
27|18|9
20|24|7
28|25|28
15|21|8
27|20|5
22|24|9
19|22|14
24|25|10
5|3|17
21|20|9
4|13|17
28|2|27
15|11|1
29|27|23
28|28|15
27|1|9
30|2|26
9|8|29
22|3|13
7|9|30
24|9|21
23|6|1
18|21|30
20|22|25
24|25|23
25|9|24
6|2|1
3|26|1
21|5|30
28|14|11
3|14|16
6|14|22
21|10|12
5|28|2
18|28|24
14|4|20
15|17|15
22|7|5
4|8|15
7|9|14
21|23|17
1|4|21
9|23|18
26|15|7
12|8|21
21|6|13
24|1|4
24|29|28
10|23|15
14|29|5
6|27|27
21|25|24
25|18|27
10|27|7
8|28|16
1|1|26
3|17|22
5|13|16
28|17|28
5|10|9
3|6|5
6|1|25
15|23|18
16|19|7
19|23|14
21|14|1
18|28|6
28|27|24
24|14|7
17|24|4
16|17|10
6|7|17
16|11|3
23|29|11
20|2|3
17|23|6
25|26|23
26|21|28
14|10|15
3|16|4
24|9|10
4|9|16
26|8|8
24|5|16
15|1|25
6|14|10
6|7|28
12|17|22
28|5|8
1|16|30
7|8|23
9|7|11
4|25|6
29|25|22
29|17|17
13|1|23
25|16|18
18|13|1
20|30|22
27|22|14
30|28|15
18|27|13
1|25|24
18|2|4
6|30|2
7|5|30
6|26|4
7|18|5
28|7|1
25|21|4
27|15|10
19|1|26
26|13|16
14|24|19
11|14|2
9|27|27
27|21|17
18|11|16
25|6|23
9|17|29
1|5|22
27|5|16
8|26|21
18|10|28
11|27|30
12|22|17
16|30|27
25|4|25
30|28|6
5|17|4
1|16|25
1|25|18
7|10|1
18|19|11
4|14|23
6|13|25
9|20|27
30|21|27
3|14|2
23|4|11
28|2|18
19|15|9
26|1|22
25|30|13
1|21|2
27|19|8
23|24|13
11|21|16
5|20|14
22|28|26
6|20|18
20|19|8
22|1|25
28|19|7
25|15|4
22|5|11
26|14|18
11|19|27
15|8|3
28|17|27
17|5|5
9|24|9
9|2|14
17|28|21
24|29|29
15|13|7
29|16|29
4|18|1
10|28|26
14|4|29
6|14|13
30|12|13
16|30|11
1|15|3
10|1|21
8|29|3
20|13|2
5|10|17
8|28|1
22|12|28
8|22|3
23|30|13
13|16|23
26|25|21
7|27|17
25|26|22
5|17|27
17|18|12
26|14|30
14|9|21
14|11|23
12|2|6
28|10|20
27|19|23
9|13|27
10|13|14
30|16|21
25|11|7
2|3|30
12|30|22
23|16|22
12|17|30
5|12|9
22|15|17
7|8|22
19|10|9
18|28|28
19|8|30
27|25|1
28|5|27
4|7|20
23|28|27
12|21|1
6|26|1
11|28|15
12|9|5
14|4|1
28|19|20
14|20|5
12|14|16
17|7|30
8|19|18
4|22|8
21|22|14
22|28|5
12|30|21
23|18|20
16|24|28
28|6|15
27|10|19
16|26|8
20|17|14
