23|18|3
10|12|25
19|21|20
25|29|24
28|19|18
16|19|17
2|17|1
21|26|30
14|25|24
25|5|7
23|8|26
7|17|18
18|30|5
18|29|21
24|9|10
30|26|27
12|17|7
26|18|16
5|23|20
26|26|21
6|15|24
6|19|9
11|8|14
28|14|22
19|28|14
6|11|1
8|22|14
20|15|24
5|5|28
11|23|11
9|2|21
14|8|7
23|21|25
7|5|28
18|18|16
14|9|22
4|3|6
18|2|12
4|23|1
10|23|14
19|15|1
4|15|13
6|29|4
21|8|10
13|2|1
11|3|5
20|17|5
12|8|16
15|28|18
23|13|23
1|11|23
6|2|10
20|20|10
24|5|9
8|16|5
15|19|14
6|26|24
12|8|13
24|11|4
15|16|14
2|30|30
6|23|12
21|20|10
6|9|22
1|23|27
7|8|25
10|9|30
6|9|15
5|21|14
11|26|7
30|7|10
20|23|1
20|4|14
12|13|3
24|12|9
7|3|9
10|18|23
15|3|15
5|28|2
18|26|18
10|24|25
4|6|7
8|7|21
3|20|10
5|5|14
7|26|19
24|3|2
30|7|29
27|2|18
7|14|30
14|1|24
21|5|17
18|22|2
10|4|10
29|14|1
7|28|28
2|24|30
24|1|9
5|9|13
30|8|10
19|29|10
5|23|6
2|2|23
15|9|26
20|17|30
29|6|30
9|29|26
17|7|13
19|7|1
21|29|23
14|5|2
9|2|5
24|12|10
7|19|3
10|3|10
4|23|3
17|23|4
22|11|18
8|14|13
6|14|11
30|20|13
12|13|26
7|6|18
10|17|8
1|12|16
2|14|18
23|30|12
27|27|27
26|14|13
5|24|20
15|11|18
7|25|2
12|29|10
2|4|4
21|12|9
23|13|9
24|9|1
21|7|7
22|11|2
16|20|11
8|1|25
24|6|28
10|26|2
9|4|21
14|1|22
20|9|30
3|2|8
12|22|18
4|17|7
19|6|24
14|17|19
3|12|17
9|21|20
7|28|11
14|10|3
29|7|29
23|15|11
5|25|23
1|6|1
5|15|10
16|15|17
29|12|22
12|30|26
12|13|2
19|15|16
25|26|27
30|23|20
17|8|7
23|13|3
14|15|6
4|7|4
29|12|9
18|30|1
1|18|9
29|1|3
30|16|21
6|7|18
7|30|10
27|16|19
5|27|21
1|21|30
26|18|22
19|2|25
17|20|7
29|15|24
8|1|3
30|9|10
4|9|28
15|9|19
30|12|8
7|27|4
23|28|15
1|28|1
6|5|12
22|24|7
30|19|15
21|22|8
19|7|11
4|15|6
15|15|19
23|15|21
1|13|22
4|30|28
21|28|16
13|20|14
11|20|7
19|30|28
11|20|10
14|10|28
26|30|18
7|21|10
19|11|5
6|8|13
17|4|21
24|5|28
6|29|13
2|5|6
29|27|24
12|5|4
7|19|16
28|5|16
2|13|17
9|24|15
30|17|13
30|1|18
9|22|12
8|29|6
11|28|21
8|28|12
19|9|24
25|3|22
5|23|28
22|14|11
16|30|7
17|15|13
19|15|2
20|22|12
6|5|4
29|28|1
27|28|3
30|18|2
17|21|29
6|2|30
18|30|28
6|15|15
27|18|27
26|10|16
9|30|26
15|28|1
18|8|20
15|15|12
1|7|20
5|21|24
5|16|28
5|15|24
27|29|26
9|29|18
23|5|5
9|26|10
15|28|17
20|25|17
13|27|5
2|14|27
1|2|13
30|30|12
8|22|18
8|21|5
14|26|20
17|9|8
1|15|17
17|19|20
23|9|3
13|16|8
14|24|19
